consent_key.keys,consent_key.rt,recalled,recalled_rt,recall_acc,example_recall.thisRepN,example_recall.thisTrialN,example_recall.thisN,example_recall.thisIndex,example_recall.ran,file,word,participant,please enter your date of birth (dd/mm/yyyy),date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,list,prac_learn_study_loop.thisRepN,prac_learn_study_loop.thisTrialN,prac_learn_study_loop.thisN,prac_learn_study_loop.thisIndex,prac_learn_study_loop.ran,image,prac_learn_test_loop.thisRepN,prac_learn_test_loop.thisTrialN,prac_learn_test_loop.thisN,prac_learn_test_loop.thisIndex,prac_learn_test_loop.ran,learn_study_loop.thisRepN,learn_study_loop.thisTrialN,learn_study_loop.thisN,learn_study_loop.thisIndex,learn_study_loop.ran,list_no,block_no,learn_test_loop.thisRepN,learn_test_loop.thisTrialN,learn_test_loop.thisN,learn_test_loop.thisIndex,learn_test_loop.ran,learn_blocks.thisRepN,learn_blocks.thisTrialN,learn_blocks.thisN,learn_blocks.thisIndex,learn_blocks.ran,block_csv
,,,,,,,,,,stimuli/images/PICTURE_296.png,LOTS,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,bolt,,,,,,0,0,0,9,1,1,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_68.png,ROOF,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,candle,,,,,,0,1,1,38,1,4,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_177.png,WRITER,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,mushroom,,,,,,0,2,2,41,1,5,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_32.png,KIND,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,crown,,,,,,0,3,3,35,1,4,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_147.png,WOMEN,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,hanger,,,,,,0,4,4,7,1,1,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_340.png,LETTER,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,mirror,,,,,,0,5,5,24,1,3,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_68.png,MILE,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,candle,,,,,,0,6,6,51,1,6,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_297.png,RIVER,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,aeroplane,,,,,,0,7,7,39,1,4,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_85.png,TOILET,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,diamond,,,,,,0,8,8,48,1,5,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_2.png,FLIGHT,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,tyre,,,,,,0,9,9,15,1,2,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_308.png,FAMILY,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,dice,,,,,,0,10,10,36,1,4,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_504.png,COPS,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,wheel,,,,,,0,11,11,52,1,6,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_339.png,CLIENT,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,backpack,,,,,,0,12,12,11,1,2,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_708.png,RECORD,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,monkey,,,,,,0,13,13,58,1,6,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_675.png,SALE,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,windmill,,,,,,0,14,14,47,1,5,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_383.png,WRITER,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,coin,,,,,,0,15,15,28,1,3,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_147.png,YEAR,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,hanger,,,,,,0,16,16,21,1,3,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_403.png,WRITER,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,cathedral,,,,,,0,17,17,31,1,4,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_380.png,HONEY,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,gorilla,,,,,,0,18,18,19,1,2,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_95.png,BOYS,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,suitcase,,,,,,0,19,19,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_203.png,GODS,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,cap,,,,,,0,20,20,30,1,4,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_85.png,NATION,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,diamond,,,,,,0,21,21,5,1,1,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_487.png,GIRL,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,basket,,,,,,0,22,22,45,1,5,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_405.png,PLENTY,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,anchor,,,,,,0,23,23,23,1,3,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_208.png,SYSTEM,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,microphone,,,,,,0,24,24,32,1,4,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_108.png,POLICY,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,calendar,,,,,,0,25,25,22,1,3,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_467.png,POLICY,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,peg,,,,,,0,26,26,53,1,6,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_95.png,MILLER,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,suitcase,,,,,,0,27,27,56,1,6,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_750.png,HOTEL,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,kettle,,,,,,0,28,28,27,1,3,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_32.png,PILLS,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,crown,,,,,,0,29,29,18,1,2,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_42.png,BOYS,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,pear,,,,,,0,30,30,55,1,6,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_296.png,LIFE,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,bolt,,,,,,0,31,31,57,1,6,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_33.png,FRIEND,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,frame,,,,,,0,32,32,8,1,1,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_564.png,BATH,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,spoon,,,,,,0,33,33,26,1,3,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_285.png,LIFE,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,carrot,,,,,,0,34,34,33,1,4,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_667.png,RIVER,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,daisy,,,,,,0,35,35,10,1,2,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_677.png,APPLE,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,map,,,,,,0,36,36,43,1,5,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_327.png,SERIES,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,helmet,,,,,,0,37,37,3,1,1,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_95.png,HONEY,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,suitcase,,,,,,0,38,38,44,1,5,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_469.png,AGENT,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,stool,,,,,,0,39,39,16,1,2,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_203.png,NIGHT,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,cap,,,,,,0,40,40,2,1,1,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_491.png,GLASS,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,rug,,,,,,0,41,41,14,1,2,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_744.png,WEAPON,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,ring,,,,,,0,42,42,50,1,6,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_491.png,RIVER,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,rug,,,,,,0,43,43,6,1,1,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_380.png,CANDY,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,gorilla,,,,,,0,44,44,0,1,1,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_403.png,RIVER,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,cathedral,,,,,,0,45,45,40,1,5,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_57.png,MOMENT,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,stamp,,,,,,0,46,46,37,1,4,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_340.png,VALLEY,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,mirror,,,,,,0,47,47,54,1,6,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_685.png,PENNY,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,goose,,,,,,0,48,48,4,1,1,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_449.png,DUDE,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,bench,,,,,,0,49,49,17,1,2,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_383.png,SERIES,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,coin,,,,,,0,50,50,46,1,5,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_654.png,MONTH,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,pencil,,,,,,0,51,51,29,1,3,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_327.png,CASINO,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,helmet,,,,,,0,52,52,20,1,3,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_504.png,YEAR,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,wheel,,,,,,0,53,53,13,1,2,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_655.png,TOILET,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,megaphone,,,,,,0,54,54,12,1,2,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_108.png,FLIGHT,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,calendar,,,,,,0,55,55,59,1,6,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_403.png,TOILET,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,cathedral,,,,,,0,56,56,25,1,3,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_405.png,YEAR,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,anchor,,,,,,0,57,57,34,1,4,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_504.png,ARTIST,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,wheel,,,,,,0,58,58,49,1,5,1,,,,,,,,,,,
,,?,0.003435,0,,,,,,stimuli/images/PICTURE_32.png,PILLS,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,crown,,,,,,,,,,,2,1,0,0,0,18,1,,,,,,
,,?,0.00436,0,,,,,,stimuli/images/PICTURE_654.png,MONTH,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,pencil,,,,,,,,,,,3,1,0,1,1,29,1,,,,,,
,,PENNY,2.811075,1,,,,,,stimuli/images/PICTURE_685.png,PENNY,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,goose,,,,,,,,,,,1,1,0,2,2,4,1,,,,,,
,,?,0.0039,0,,,,,,stimuli/images/PICTURE_383.png,WRITER,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,coin,,,,,,,,,,,3,1,0,3,3,28,1,,,,,,
,,?,0.002075,0,,,,,,stimuli/images/PICTURE_42.png,BOYS,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,pear,,,,,,,,,,,6,1,0,4,4,55,1,,,,,,
,,?,0.0026,0,,,,,,stimuli/images/PICTURE_308.png,FAMILY,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,dice,,,,,,,,,,,4,1,0,5,5,36,1,,,,,,
,,?,0.002275,0,,,,,,stimuli/images/PICTURE_147.png,YEAR,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,hanger,,,,,,,,,,,3,1,0,6,6,21,1,,,,,,
,,?,0.00215,0,,,,,,stimuli/images/PICTURE_95.png,HONEY,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,suitcase,,,,,,,,,,,5,1,0,7,7,44,1,,,,,,
,,?,0.002825,0,,,,,,stimuli/images/PICTURE_85.png,TOILET,5e83f23755dae215742ef478,06/09/1991,2020-08-27_13h34.20.979,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ee717709fc2436720a86,1,,,,,,diamond,,,,,,,,,,,5,1,0,8,8,48,1,,,,,,
