consent_key.keys,consent_key.rt,recalled,recalled_rt,recall_acc,example_recall.thisRepN,example_recall.thisTrialN,example_recall.thisN,example_recall.thisIndex,example_recall.ran,file,word,participant,please enter your date of birth (dd/mm/yyyy),date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,list,prac_learn_study_loop.thisRepN,prac_learn_study_loop.thisTrialN,prac_learn_study_loop.thisN,prac_learn_study_loop.thisIndex,prac_learn_study_loop.ran,image,prac_learn_test_loop.thisRepN,prac_learn_test_loop.thisTrialN,prac_learn_test_loop.thisN,prac_learn_test_loop.thisIndex,prac_learn_test_loop.ran,learn_study_loop.thisRepN,learn_study_loop.thisTrialN,learn_study_loop.thisN,learn_study_loop.thisIndex,learn_study_loop.ran,list_no,block_no,learn_test_loop.thisRepN,learn_test_loop.thisTrialN,learn_test_loop.thisN,learn_test_loop.thisIndex,learn_test_loop.ran
,,,,,,,,,,stimuli/images/PICTURE_675.png,SALE,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,windmill,,,,,,0,7,7,47,1,5,1,,,,,
,,,,,,,,,,stimuli/images/PICTURE_147.png,WOMEN,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,hanger,,,,,,0,8,8,7,1,1,1,,,,,
,,,,,,,,,,stimuli/images/PICTURE_383.png,WRITER,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,coin,,,,,,0,9,9,28,1,3,1,,,,,
,,,,,,,,,,stimuli/images/PICTURE_32.png,KIND,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,crown,,,,,,0,10,10,35,1,4,1,,,,,
,,,,,,,,,,stimuli/images/PICTURE_564.png,BATH,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,spoon,,,,,,0,11,11,26,1,3,1,,,,,
,,,,,,,,,,stimuli/images/PICTURE_308.png,FAMILY,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,dice,,,,,,0,12,12,36,1,4,1,,,,,
,,,,,,,,,,stimuli/images/PICTURE_85.png,TOILET,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,diamond,,,,,,0,13,13,48,1,5,1,,,,,
,,,,,,,,,,stimuli/images/PICTURE_449.png,DUDE,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,bench,,,,,,0,14,14,17,1,2,1,,,,,
,,,,,,,,,,stimuli/images/PICTURE_655.png,TOILET,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,megaphone,,,,,,0,15,15,12,1,2,1,,,,,
,,,,,,,,,,stimuli/images/PICTURE_504.png,ARTIST,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,wheel,,,,,,0,16,16,49,1,5,1,,,,,
,,,,,,,,,,stimuli/images/PICTURE_297.png,RIVER,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,aeroplane,,,,,,0,17,17,39,1,4,1,,,,,
,,,,,,,,,,stimuli/images/PICTURE_491.png,GLASS,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,rug,,,,,,0,18,18,14,1,2,1,,,,,
,,,,,,,,,,stimuli/images/PICTURE_667.png,RIVER,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,daisy,,,,,,0,19,19,10,1,2,1,,,,,
,,,,,,,,,,stimuli/images/PICTURE_504.png,COPS,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,wheel,,,,,,0,20,20,52,1,6,1,,,,,
,,,,,,,,,,stimuli/images/PICTURE_380.png,CANDY,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,gorilla,,,,,,0,21,21,0,1,1,1,,,,,
,,,,,,,,,,stimuli/images/PICTURE_487.png,GIRL,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,basket,,,,,,0,22,22,45,1,5,1,,,,,
,,,,,,,,,,stimuli/images/PICTURE_147.png,YEAR,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,hanger,,,,,,0,23,23,21,1,3,1,,,,,
,,,,,,,,,,stimuli/images/PICTURE_403.png,TOILET,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,cathedral,,,,,,0,24,24,25,1,3,1,,,,,
,,,,,,,,,,stimuli/images/PICTURE_42.png,BOYS,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,pear,,,,,,0,25,25,55,1,6,1,,,,,
,,,,,,,,,,stimuli/images/PICTURE_327.png,SERIES,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,helmet,,,,,,0,26,26,3,1,1,1,,,,,
,,,,,,,,,,stimuli/images/PICTURE_677.png,APPLE,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,map,,,,,,0,27,27,43,1,5,1,,,,,
,,,,,,,,,,stimuli/images/PICTURE_383.png,SERIES,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,coin,,,,,,0,28,28,46,1,5,1,,,,,
,,,,,,,,,,stimuli/images/PICTURE_32.png,PILLS,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,crown,,,,,,0,29,29,18,1,2,1,,,,,
,,,,,,,,,,stimuli/images/PICTURE_405.png,YEAR,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,anchor,,,,,,0,30,30,34,1,4,1,,,,,
,,,,,,,,,,stimuli/images/PICTURE_177.png,WRITER,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,mushroom,,,,,,0,31,31,41,1,5,1,,,,,
,,,,,,,,,,stimuli/images/PICTURE_57.png,MOMENT,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,stamp,,,,,,0,32,32,37,1,4,1,,,,,
,,,,,,,,,,stimuli/images/PICTURE_2.png,FLIGHT,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,tyre,,,,,,0,33,33,15,1,2,1,,,,,
,,,,,,,,,,stimuli/images/PICTURE_685.png,PENNY,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,goose,,,,,,0,34,34,4,1,1,1,,,,,
,,,,,,,,,,stimuli/images/PICTURE_403.png,WRITER,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,cathedral,,,,,,0,35,35,31,1,4,1,,,,,
,,,,,,,,,,stimuli/images/PICTURE_85.png,NATION,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,diamond,,,,,,0,36,36,5,1,1,1,,,,,
,,,,,,,,,,stimuli/images/PICTURE_403.png,RIVER,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,cathedral,,,,,,0,37,37,40,1,5,1,,,,,
,,,,,,,,,,stimuli/images/PICTURE_654.png,MONTH,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,pencil,,,,,,0,38,38,29,1,3,1,,,,,
,,,,,,,,,,stimuli/images/PICTURE_95.png,MILLER,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,suitcase,,,,,,0,39,39,56,1,6,1,,,,,
,,,,,,,,,,stimuli/images/PICTURE_296.png,LIFE,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,bolt,,,,,,0,40,40,57,1,6,1,,,,,
,,,,,,,,,,stimuli/images/PICTURE_491.png,RIVER,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,rug,,,,,,0,41,41,6,1,1,1,,,,,
,,,,,,,,,,stimuli/images/PICTURE_108.png,POLICY,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,calendar,,,,,,0,42,42,22,1,3,1,,,,,
,,,,,,,,,,stimuli/images/PICTURE_208.png,SYSTEM,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,microphone,,,,,,0,43,43,32,1,4,1,,,,,
,,,,,,,,,,stimuli/images/PICTURE_708.png,RECORD,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,monkey,,,,,,0,44,44,58,1,6,1,,,,,
,,,,,,,,,,stimuli/images/PICTURE_750.png,HOTEL,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,kettle,,,,,,0,45,45,27,1,3,1,,,,,
,,,,,,,,,,stimuli/images/PICTURE_95.png,BOYS,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,suitcase,,,,,,0,46,46,1,1,1,1,,,,,
,,,,,,,,,,stimuli/images/PICTURE_95.png,HONEY,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,suitcase,,,,,,0,47,47,44,1,5,1,,,,,
,,,,,,,,,,stimuli/images/PICTURE_108.png,FLIGHT,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,calendar,,,,,,0,48,48,59,1,6,1,,,,,
,,,,,,,,,,stimuli/images/PICTURE_467.png,POLICY,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,peg,,,,,,0,49,49,53,1,6,1,,,,,
,,,,,,,,,,stimuli/images/PICTURE_339.png,CLIENT,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,backpack,,,,,,0,50,50,11,1,2,1,,,,,
,,,,,,,,,,stimuli/images/PICTURE_203.png,NIGHT,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,cap,,,,,,0,51,51,2,1,1,1,,,,,
,,,,,,,,,,stimuli/images/PICTURE_469.png,AGENT,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,stool,,,,,,0,52,52,16,1,2,1,,,,,
,,,,,,,,,,stimuli/images/PICTURE_233.png,LOTS,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,salt,,,,,,0,53,53,42,1,5,1,,,,,
,,,,,,,,,,stimuli/images/PICTURE_68.png,MILE,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,candle,,,,,,0,54,54,51,1,6,1,,,,,
,,,,,,,,,,stimuli/images/PICTURE_33.png,FRIEND,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,frame,,,,,,0,55,55,8,1,1,1,,,,,
,,,,,,,,,,stimuli/images/PICTURE_296.png,LOTS,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,bolt,,,,,,0,56,56,9,1,1,1,,,,,
,,,,,,,,,,stimuli/images/PICTURE_68.png,ROOF,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,candle,,,,,,0,57,57,38,1,4,1,,,,,
,,,,,,,,,,stimuli/images/PICTURE_285.png,LIFE,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,carrot,,,,,,0,58,58,33,1,4,1,,,,,
,,?,0.002765,0,,,,,,stimuli/images/PICTURE_327.png,CASINO,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,helmet,,,,,,,,,,,3,1,0,0,0,20,1
,,?,0.01945,0,,,,,,stimuli/images/PICTURE_685.png,PENNY,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,goose,,,,,,,,,,,1,1,0,1,1,4,1
,,YEAR,15.0176,0,,,,,,stimuli/images/PICTURE_380.png,HONEY,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,gorilla,,,,,,,,,,,2,1,0,2,2,19,1
,,?,0.004855,0,,,,,,stimuli/images/PICTURE_147.png,YEAR,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,hanger,,,,,,,,,,,3,1,0,3,3,21,1
,,?,0.002635,0,,,,,,stimuli/images/PICTURE_750.png,HOTEL,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,kettle,,,,,,,,,,,3,1,0,4,4,27,1
,,?,0.002585,0,,,,,,stimuli/images/PICTURE_85.png,TOILET,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,diamond,,,,,,,,,,,5,1,0,5,5,48,1
,,?,0.003085,0,,,,,,stimuli/images/PICTURE_296.png,LOTS,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,bolt,,,,,,,,,,,1,1,0,6,6,9,1
,,?,0.00348,0,,,,,,stimuli/images/PICTURE_32.png,KIND,5dee10823d67774ac7a2aaec,18/08/1949,2020-09-12_10h38.12.982,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c96166a1f024908c33366,2,,,,,,crown,,,,,,,,,,,4,1,0,7,7,35,1
