consent_key.keys,consent_key.rt,recalled,recalled_rt,recall_acc,example_recall.thisRepN,example_recall.thisTrialN,example_recall.thisN,example_recall.thisIndex,example_recall.ran,file,word,participant,please enter your date of birth (dd/mm/yyyy),date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,list,prac_learn_study_loop.thisRepN,prac_learn_study_loop.thisTrialN,prac_learn_study_loop.thisN,prac_learn_study_loop.thisIndex,prac_learn_study_loop.ran,image,prac_learn_test_loop.thisRepN,prac_learn_test_loop.thisTrialN,prac_learn_test_loop.thisN,prac_learn_test_loop.thisIndex,prac_learn_test_loop.ran,learn_study_loop.thisRepN,learn_study_loop.thisTrialN,learn_study_loop.thisN,learn_study_loop.thisIndex,learn_study_loop.ran,list_no,block_no,learn_test_loop.thisRepN,learn_test_loop.thisTrialN,learn_test_loop.thisN,learn_test_loop.thisIndex,learn_test_loop.ran,learn_blocks.thisRepN,learn_blocks.thisTrialN,learn_blocks.thisN,learn_blocks.thisIndex,learn_blocks.ran,block_csv
,,,,,,,,,,stimuli/images/PICTURE_504.png,HOUSE,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,wheel,,,,,,0,5,5,36,1,4,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_487.png,POLICY,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,basket,,,,,,0,6,6,34,1,4,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_654.png,YEAR,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,pencil,,,,,,0,7,7,41,1,5,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_255.png,PENNY,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,shovel,,,,,,0,8,8,19,1,2,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_405.png,JUNGLE,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,anchor,,,,,,0,9,9,58,1,6,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_509.png,BATH,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,telephone,,,,,,0,10,10,15,1,2,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_356.png,CANDY,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,pawn,,,,,,0,11,11,46,1,5,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_285.png,WRITER,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,carrot,,,,,,0,12,12,6,1,1,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_654.png,COPS,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,pencil,,,,,,0,13,13,10,1,2,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_688.png,CLOCK,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,runner,,,,,,0,14,14,42,1,5,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_215.png,FOOD,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,boot,,,,,,0,15,15,5,1,1,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_452.png,COPS,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,watch,,,,,,0,16,16,0,1,1,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_509.png,MILLER,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,telephone,,,,,,0,17,17,49,1,5,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_655.png,SALE,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,megaphone,,,,,,0,18,18,57,1,6,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_123.png,SALE,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,dart,,,,,,0,19,19,8,1,1,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_348.png,TOILET,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,pepper,,,,,,0,20,20,4,1,1,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_692.png,DUDE,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,cherry,,,,,,0,21,21,47,1,5,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_297.png,BODY,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,aeroplane,,,,,,0,22,22,51,1,6,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_470.png,BEAUTY,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,motorbike,,,,,,0,23,23,26,1,3,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_2.png,YARD,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,tyre,,,,,,0,24,24,55,1,6,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_708.png,VALLEY,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,monkey,,,,,,0,25,25,45,1,5,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_18.png,RIVER,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,planet,,,,,,0,26,26,22,1,3,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_57.png,NATION,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,stamp,,,,,,0,27,27,21,1,3,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_750.png,POLICY,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,kettle,,,,,,0,28,28,44,1,5,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_677.png,PHOTO,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,map,,,,,,0,29,29,14,1,2,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_677.png,FAMILY,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,map,,,,,,0,30,30,53,1,6,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_296.png,CLOCK,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,bolt,,,,,,0,31,31,18,1,2,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_215.png,LEADER,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,boot,,,,,,0,32,32,43,1,5,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_33.png,COPS,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,frame,,,,,,0,33,33,29,1,3,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_147.png,LEADER,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,hanger,,,,,,0,34,34,33,1,4,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_491.png,SERIES,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,rug,,,,,,0,35,35,39,1,4,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_285.png,PRINCE,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,carrot,,,,,,0,36,36,20,1,3,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_2.png,JUNGLE,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,tyre,,,,,,0,37,37,1,1,1,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_160.png,HOTEL,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,wheelbarrow,,,,,,0,38,38,16,1,2,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_470.png,MOMENT,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,motorbike,,,,,,0,39,39,40,1,5,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_348.png,DUDE,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,pepper,,,,,,0,40,40,59,1,6,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_208.png,SPIRIT,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,microphone,,,,,,0,41,41,28,1,3,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_509.png,APPLE,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,telephone,,,,,,0,42,42,38,1,4,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_32.png,LETTER,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,crown,,,,,,0,43,43,56,1,6,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_405.png,JUNGLE,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,anchor,,,,,,0,44,44,13,1,2,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_405.png,HOUSE,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,anchor,,,,,,0,45,45,2,1,1,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_57.png,CANDY,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,stamp,,,,,,0,46,46,52,1,6,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_327.png,LEADER,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,helmet,,,,,,0,47,47,17,1,2,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_95.png,NIGHT,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,suitcase,,,,,,0,48,48,37,1,4,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_141.png,CLIENT,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,sunflower,,,,,,0,49,49,30,1,4,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_403.png,FAMILY,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,cathedral,,,,,,0,50,50,9,1,1,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_68.png,KIND,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,candle,,,,,,0,51,51,23,1,3,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_177.png,HOUSE,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,mushroom,,,,,,0,52,52,25,1,3,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_453.png,FAMILY,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,scissors,,,,,,0,53,53,48,1,5,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_487.png,ROOF,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,basket,,,,,,0,54,54,50,1,6,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_215.png,BOYS,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,boot,,,,,,0,55,55,24,1,3,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_2.png,AREA,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,tyre,,,,,,0,56,56,32,1,4,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_509.png,SHOTS,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,telephone,,,,,,0,57,57,7,1,1,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_564.png,PLENTY,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,spoon,,,,,,0,58,58,11,1,2,2,,,,,,,,,,,
,,GIRL,5.156,0,,,,,,stimuli/images/PICTURE_141.png,CLIENT,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,sunflower,,,,,,,,,,,4,2,0,0,0,30,1,,,,,,
,,?,0.004,0,,,,,,stimuli/images/PICTURE_509.png,SHOTS,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,telephone,,,,,,,,,,,1,2,0,1,1,7,1,,,,,,
,,?,0.007,0,,,,,,stimuli/images/PICTURE_255.png,PENNY,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,shovel,,,,,,,,,,,2,2,0,2,2,19,1,,,,,,
,,?,0.012,0,,,,,,stimuli/images/PICTURE_452.png,COPS,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,watch,,,,,,,,,,,1,2,0,3,3,0,1,,,,,,
,,?,0.003,0,,,,,,stimuli/images/PICTURE_470.png,MOMENT,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,motorbike,,,,,,,,,,,5,2,0,4,4,40,1,,,,,,
,,?,0.003,0,,,,,,stimuli/images/PICTURE_509.png,BATH,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,telephone,,,,,,,,,,,2,2,0,5,5,15,1,,,,,,
,,?,0.003,0,,,,,,stimuli/images/PICTURE_32.png,LETTER,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,crown,,,,,,,,,,,6,2,0,6,6,56,1,,,,,,
,,?,0.003,0,,,,,,stimuli/images/PICTURE_564.png,PLENTY,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,spoon,,,,,,,,,,,2,2,0,7,7,11,1,,,,,,
,,?,0.003,0,,,,,,stimuli/images/PICTURE_692.png,DUDE,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,cherry,,,,,,,,,,,5,2,0,8,8,47,1,,,,,,
,,POLICY,5.769,0,,,,,,stimuli/images/PICTURE_147.png,LEADER,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,hanger,,,,,,,,,,,4,2,0,9,9,33,1,,,,,,
,,?,0.004,0,,,,,,stimuli/images/PICTURE_509.png,MILLER,5aff493f331e8100018f130d,03/09/1955,2020-09-12_05h41.30.231,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c515918746343ccbe669f,4,,,,,,telephone,,,,,,,,,,,5,2,0,10,10,49,1,,,,,,
